person,time,forbes_rank
edward_johnson_iii,2010,85
edward_johnson_iii,2011,133
edward_johnson_iii,2012,173
edward_johnson_iii,2013,166
edward_johnson_iii,2014,132
edward_johnson_iii,2015,179
edward_johnson_iii,2016,163
edward_johnson_iii,2017,173
edward_johnson_iii,2018,196
edward_johnson_iii,2019,187
edward_johnson_iii,2020,304
edward_johnson_iii,2021,219
edward_johnson_iv,2018,629
edward_johnson_iv,2019,617
edward_johnson_iv,2020,875
edward_johnson_iv,2021,589
edward_johnson_iv,2022,403
edward_johnson_iv,2023,352
edward_johnson_iv,2024,168
edward_johnson_iv,2025,178
edward_lampert,2004,377
edward_lampert,2005,243
edward_lampert,2006,194
edward_lampert,2007,177
edward_lampert,2008,307
edward_lampert,2009,334
edward_lampert,2010,316
edward_lampert,2011,304
edward_lampert,2012,367
edward_lampert,2013,437
edward_lampert,2014,551
edward_lampert,2015,628
edward_lampert,2016,810
edward_lampert,2017,973
edward_lampert,2018,1477
edward_lampert,2019,2057
edward_lampert,2021,1833
edward_lampert,2022,1645
edward_lampert,2023,1575
edward_lampert,2024,1623
edward_lampert,2025,1763
edward_roski_jr,2005,584
edward_roski_jr,2006,698
edward_roski_jr,2007,557
edward_roski_jr,2008,524
edward_roski_jr,2009,397
edward_roski_jr,2010,655
edward_roski_jr,2011,564
edward_roski_jr,2012,601
edward_roski_jr,2013,363
edward_roski_jr,2014,466
edward_roski_jr,2015,418
edward_roski_jr,2016,403
edward_roski_jr,2017,324
edward_roski_jr,2018,351
edward_roski_jr,2019,325
edward_roski_jr,2020,648
edward_roski_jr,2021,502
edward_roski_jr,2022,471
edward_roski_jr,2023,365
edward_roski_jr,2024,385
edward_roski_jr,2025,401
edward_stack,2013,1268
edward_stack,2014,1284
edward_stack,2015,1250
edward_stack,2017,1678
edward_stack,2021,2141
edward_stack,2022,1729
edward_stack,2023,1434
edward_stack,2024,1238
edward_stack,2025,673
edythe_broad,1998,319
edythe_broad,2022,350
edythe_broad,2023,344
edythe_broad,2024,391
edythe_broad,2025,474
egon_durban,1998,1874
egon_durban,2020,1730
egon_durban,2021,2263
egon_durban,2022,1929
egon_durban,2023,1905
egon_durban,2024,1438
egon_durban,2025,1573
elaine_marshall,2013,145
elaine_marshall,2014,147
elaine_marshall,2024,81
elaine_marshall,2025,67
elaine_wynn,2011,879
elaine_wynn,2012,913
elaine_wynn,2013,882
elaine_wynn,2014,642
elaine_wynn,2015,949
elaine_wynn,2016,1367
elaine_wynn,2017,1161
elaine_wynn,2018,965
elaine_wynn,2019,1116
elaine_wynn,2020,1513
elaine_wynn,2021,1362
elaine_wynn,2022,1645
elaine_wynn,2023,1434
elaine_wynn,2024,1545
elaine_wynn,2025,1763
eleanor_butt_crook,2023,1067
eleanor_butt_crook,2024,1187
eleanor_butt_crook,2025,823
eli_broad,2001,53
eli_broad,2002,51
eli_broad,2003,82
eli_broad,2004,70
eli_broad,2005,71
eli_broad,2006,103
eli_broad,2007,119
eli_broad,2008,145
eli_broad,2009,93
eli_broad,2010,132
eli_broad,2011,173
eli_broad,2012,157
eli_broad,2013,191
eli_broad,2014,196
eli_broad,2015,185
eli_broad,2016,159
eli_broad,2017,174
eli_broad,2018,211
eli_broad,2019,233
eli_broad,2020,216
eli_broad,2021,380
elisabeth_deluca,2023,699
elisabeth_deluca,2024,312
elisabeth_deluca,2025,347
elizabeth_holmes,2015,360
elizabeth_holmes,2016,435
elizabeth_johnson,2018,629
elizabeth_johnson,2019,617
elizabeth_johnson,2020,875
elizabeth_johnson,2021,589
elizabeth_johnson,2022,536
elizabeth_johnson,2023,497
elizabeth_johnson,2024,228
elizabeth_johnson,2025,225
elizabeth_uihlein,2023,748
elizabeth_uihlein,2024,581
elizabeth_uihlein,2025,581
elon_musk,2012,634
elon_musk,2013,527
elon_musk,2014,158
elon_musk,2015,100
elon_musk,2016,94
elon_musk,2017,80
elon_musk,2018,54
elon_musk,2019,40
elon_musk,2020,31
elon_musk,2021,2
elon_musk,2022,1
elon_musk,2023,2
elon_musk,2024,2
elon_musk,2025,1
eren_ozmen,1998,1121
eren_ozmen,2018,1561
eren_ozmen,2019,1818
eren_ozmen,2020,1513
eren_ozmen,2021,2378
eren_ozmen,2022,1196
eren_ozmen,2023,1217
eren_ozmen,2024,871
eren_ozmen,2025,902
eric_glyman,2025,2479
eric_lefkofsky,2011,782
eric_lefkofsky,2012,401
eric_lefkofsky,2013,1268
eric_lefkofsky,2014,988
eric_lefkofsky,2015,1173
eric_lefkofsky,2016,1275
eric_lefkofsky,2017,1098
eric_lefkofsky,2018,1103
eric_lefkofsky,2019,916
eric_lefkofsky,2020,764
eric_lefkofsky,2021,665
eric_lefkofsky,2022,709
eric_lefkofsky,2023,659
eric_lefkofsky,2024,809
eric_lefkofsky,2025,823
eric_schmidt,2005,210
eric_schmidt,2006,129
eric_schmidt,2007,116
eric_schmidt,2008,142
eric_schmidt,2009,119
eric_schmidt,2010,117
eric_schmidt,2011,136
eric_schmidt,2012,138
eric_schmidt,2013,138
eric_schmidt,2014,132
eric_schmidt,2015,137
eric_schmidt,2016,100
eric_schmidt,2017,119
eric_schmidt,2018,106
eric_schmidt,2019,101
eric_schmidt,2020,84
eric_schmidt,2021,96
eric_schmidt,2022,70
eric_schmidt,2023,104
eric_schmidt,2024,94
eric_schmidt,2025,82
eric_smidt,2017,1030
eric_smidt,2018,1020
eric_smidt,2019,838
eric_smidt,2020,680
eric_smidt,2021,608
eric_smidt,2022,480
eric_smidt,2023,208
eric_smidt,2024,169
eric_smidt,2025,136
eric_yuan,2020,293
eric_yuan,2021,133
eric_yuan,2022,523
eric_yuan,2023,852
eric_yuan,2024,756
eric_yuan,2025,767
ernest_garcia_ii,2018,1103
ernest_garcia_ii,2019,691
ernest_garcia_ii,2020,875
ernest_garcia_ii,2021,121
ernest_garcia_ii,2022,246
ernest_garcia_ii,2023,982
ernest_garcia_ii,2024,278
ernest_garcia_ii,2025,146
ernest_garcia_iii,2021,339
ernest_garcia_iii,2022,951
ernest_garcia_iii,2024,1380
ernest_garcia_iii,2025,620
eugene_shvidler,2003,386
eugene_shvidler,2004,293
eugene_shvidler,2005,321
eugene_shvidler,2006,365
eugene_shvidler,2007,369
eugene_shvidler,2008,334
eugene_shvidler,2009,701
eugene_shvidler,2010,828
eugene_shvidler,2011,782
eugene_shvidler,2012,913
eugene_shvidler,2013,1107
eugene_shvidler,2014,1465
eugene_shvidler,2015,1415
eugene_shvidler,2016,1476
eugene_shvidler,2017,1567
eugene_shvidler,2018,1650
eugene_shvidler,2019,1511
eugene_shvidler,2020,1335
eugene_shvidler,2021,1664
eugene_shvidler,2022,1818
eugene_shvidler,2023,1804
eugene_shvidler,2024,1945
eugene_shvidler,2025,2110
evan_sharp,2016,1694
evan_sharp,2017,1940
evan_sharp,2018,2124
evan_sharp,2019,2057
evan_spiegel,2015,1250
evan_spiegel,2016,854
evan_spiegel,2017,441
evan_spiegel,2018,527
evan_spiegel,2019,1116
evan_spiegel,2020,1135
evan_spiegel,2021,197
evan_spiegel,2022,418
evan_spiegel,2023,1104
evan_spiegel,2024,1062
evan_spiegel,2025,1265
evan_williams,2014,446
evan_williams,2015,628
evan_williams,2016,1367
evan_williams,2017,1468
evan_williams,2018,1284
evan_williams,2019,1425
evan_williams,2020,1196
evan_williams,2021,1205
evan_williams,2022,1513
evan_williams,2023,1647
evan_williams,2024,1694
evan_williams,2025,1763
farhad_ebrahimi,2023,2259
farris_wilks,2012,913
farris_wilks,2013,1031
farris_wilks,2014,1154
farris_wilks,2015,1386
farris_wilks,2016,1367
farris_wilks,2017,1567
farris_wilks,2018,1650
farris_wilks,2019,1605
farris_wilks,2020,1730
farris_wilks,2021,2263
farris_wilks,2022,2190
farris_wilks,2023,1905
farris_wilks,2024,1694
farris_wilks,2025,1850
fatih_ozmen,1998,1172
fatih_ozmen,2018,1561
fatih_ozmen,2019,1818
fatih_ozmen,2020,1513
fatih_ozmen,2021,2378
fatih_ozmen,2022,1238
fatih_ozmen,2023,1272
fatih_ozmen,2024,896
fatih_ozmen,2025,948
fayez_sarofim,2013,1031
fayez_sarofim,2014,931
fayez_sarofim,2015,847
fayez_sarofim,2016,1275
fayez_sarofim,2017,1290
fayez_sarofim,2018,1561
fayez_sarofim,2019,1605
fayez_sarofim,2020,1851
fayez_sarofim,2021,2035
fayez_sarofim,2022,1929
felix_baker,1998,1040
felix_baker,2020,1513
felix_baker,2021,1664
felix_baker,2022,1096
felix_baker,2023,1164
felix_baker,2024,1187
felix_baker,2025,1305
feng_chenhui,2021,2263
fernando_de_leon,2025,1305
forrest_mars_jr,2001,31
forrest_mars_jr,2002,26
forrest_mars_jr,2003,21
forrest_mars_jr,2004,27
forrest_mars_jr,2005,32
forrest_mars_jr,2006,44
forrest_mars_jr,2007,58
forrest_mars_jr,2008,46
forrest_mars_jr,2009,43
forrest_mars_jr,2010,52
forrest_mars_jr,2011,81
forrest_mars_jr,2012,52
forrest_mars_jr,2013,36
forrest_mars_jr,2014,31
forrest_mars_jr,2015,22
forrest_mars_jr,2016,27
forrest_preston,2015,949
forrest_preston,2016,1067
forrest_preston,2017,1468
forrest_preston,2018,1650
forrest_preston,2019,1511
forrest_preston,2020,1730
forrest_preston,2021,2524
forrest_preston,2022,2190
forrest_preston,2023,2259
forrest_preston,2024,2545
forrest_preston,2025,2623
francis_biondi,1997,1605
francis_biondi,1998,1605
francis_biondi,2014,1565
francis_biondi,2015,1533
francis_biondi,2016,1121
francis_biondi,2017,1290
francis_biondi,2018,1477
francis_biondi,2019,1425
francis_biondi,2020,1335
francis_biondi,2021,1750
francis_biondi,2022,1645
francis_biondi,2023,1647
francis_biondi,2024,1764
francis_biondi,2025,1947
frank_fertitta_iii,2008,897
frank_fertitta_iii,2011,1057
frank_fertitta_iii,2014,1284
frank_fertitta_iii,2015,1250
frank_fertitta_iii,2016,1275
frank_fertitta_iii,2017,1030
frank_fertitta_iii,2018,1103
frank_fertitta_iii,2019,1168
frank_fertitta_iii,2020,1415
frank_fertitta_iii,2021,1444
frank_fertitta_iii,2022,1196
frank_fertitta_iii,2023,1104
frank_fertitta_iii,2024,1062
frank_fertitta_iii,2025,1172
frank_holding,2024,2410
frank_holding,2025,2623
frank_laukien,2018,1999
frank_laukien,2019,1818
frank_laukien,2020,1613
frank_laukien,2021,1517
frank_laukien,2022,1341
frank_laukien,2023,1104
frank_laukien,2024,949
frank_laukien,2025,1947
frank_mccourt,2024,2152
frank_mccourt,2025,2356
frank_slootman,2021,1664
frank_slootman,2022,1645
frank_slootman,2023,1905
frank_slootman,2024,1104
frank_slootman,2025,1305
frank_vandersloot,2018,887
frank_vandersloot,2019,472
frank_vandersloot,2020,538
frank_vandersloot,2021,891
frank_vandersloot,2022,1053
frank_vandersloot,2023,949
frank_vandersloot,2024,991
frank_vandersloot,2025,1108
fred_chang,2014,1565
fred_chang,2015,1741
fred_chang,2016,1694
fred_chang,2017,1940
fred_deluca,2005,437
fred_deluca,2006,512
fred_deluca,2007,664
fred_deluca,2008,743
fred_deluca,2009,450
fred_deluca,2010,556
fred_deluca,2011,692
fred_deluca,2012,491
fred_deluca,2013,554
fred_deluca,2014,551
fred_deluca,2015,737
fred_ehrsam,2021,1664
fred_ehrsam,2022,1445
fred_ehrsam,2024,1062
fred_ehrsam,2025,1362
fred_smith,2002,413
fred_smith,2003,386
fred_smith,2004,406
fred_smith,2005,306
fred_smith,2006,365
fred_smith,2007,390
fred_smith,2008,605
fred_smith,2009,559
fred_smith,2010,556
fred_smith,2011,564
fred_smith,2012,601
fred_smith,2013,704
fred_smith,2014,506
fred_smith,2015,435
fred_smith,2016,549
fred_smith,2017,402
fred_smith,2018,382
fred_smith,2019,478
fred_smith,2020,764
fred_smith,2021,486
fred_smith,2022,601
fred_smith,2023,591
fred_smith,2024,529
fred_smith,2025,605
frederic_luddy,2019,1941
frederic_luddy,2020,1851
frederic_luddy,2021,2378
frederic_luddy,2022,2190
frederic_luddy,2023,2259
frederic_luddy,2024,2152
frederic_luddy,2025,2356
frederik_gh_meijer,2008,605
frederik_gh_meijer,2009,334
frederik_gh_meijer,2010,154
frederik_gh_meijer,2011,223
gabe_newell,2012,854
gabe_newell,2013,1268
gabe_newell,2014,1372
gabe_newell,2015,1415
gabe_newell,2016,810
gabe_newell,2017,427
gabe_newell,2018,334
gabe_newell,2019,529
gabe_newell,2020,538
gabe_newell,2021,705
gabe_newell,2022,764
gabe_newell,2023,721
gabe_newell,2024,734
gabe_newell,2025,293
gail_miller,2016,1275
gail_miller,2017,1161
gail_miller,2018,1867
gail_miller,2019,1605
gail_miller,2020,1267
gail_miller,2021,1299
gail_miller,2022,951
gail_miller,2023,699
gail_miller,2024,809
gail_miller,2025,823
gary_burrell,2004,552
gary_burrell,2006,698
gary_burrell,2007,618
gary_burrell,2008,605
gary_burrell,2010,937
gary_burrell,2011,1140
gary_burrell,2012,913
gary_burrell,2013,1107
gary_burrell,2014,1092
gary_burrell,2015,1006
gary_chouest,2024,1623
gary_chouest,2025,1763
gary_friedman,2021,1111
gary_friedman,2022,1445
gary_friedman,2023,2259
gary_friedman,2024,2152
gary_friedman,2025,2623
gary_lauder,2021,2035
gary_lauder,2022,2076
gary_lauder,2023,2133
gary_magness,2001,312
gary_magness,2002,413
gary_magness,2004,514
gary_magness,2005,620
gary_magness,2007,754
gary_magness,2008,1014
gary_magness,2010,880
gary_magness,2011,879
gary_magness,2012,804
gary_magness,2013,931
gary_magness,2014,988
gary_magness,2015,1250
gary_magness,2016,1275
gary_magness,2017,1468
gary_magness,2018,1650
gary_magness,2019,1717
gary_magness,2020,1851
gary_magness,2021,1931
gary_magness,2022,2076
gary_magness,2023,2020
gary_magness,2024,2287
gary_magness,2025,2356
gary_michelson,2006,606
gary_michelson,2007,717
gary_michelson,2008,785
gary_michelson,2009,559
gary_michelson,2010,773
gary_michelson,2011,879
gary_michelson,2012,913
gary_michelson,2013,1031
gary_michelson,2014,1154
gary_michelson,2015,1226
gary_michelson,2016,1121
gary_michelson,2017,1234
gary_michelson,2018,1394
gary_michelson,2019,1349
gary_michelson,2020,1267
gary_michelson,2021,1833
gary_michelson,2022,1645
gary_michelson,2023,1647
gary_michelson,2024,1764
gary_michelson,2025,1947
gary_rollins,2015,810
gary_rollins,2016,688
gary_rollins,2017,522
gary_rollins,2018,499
gary_rollins,2019,452
gary_rollins,2020,514
gary_rollins,2021,539
gary_rollins,2022,509
gary_rollins,2023,497
gary_rollins,2024,432
gary_rollins,2025,487
gary_tharaldson,2024,2410
gary_tharaldson,2025,2623
gary_wang,2022,431
gay_simplot,2016,1067
gayle_benson,2019,775
gayle_benson,2020,616
gayle_benson,2021,891
gayle_benson,2022,778
gayle_benson,2023,580
gayle_benson,2024,477
gayle_benson,2025,464
gayle_cook,2012,330
gayle_cook,2013,329
gayle_cook,2014,240
gene_lee,2025,2479
geoffrey_palmer,2023,905
geoffrey_palmer,2024,1062
geoffrey_palmer,2025,1763
george_argyros,2004,552
george_argyros,2005,548
george_argyros,2006,562
george_argyros,2007,583
george_argyros,2008,707
george_argyros,2009,559
george_argyros,2010,655
george_argyros,2011,736
george_argyros,2012,719
george_argyros,2013,736
george_argyros,2014,731
george_argyros,2015,949
george_argyros,2016,1011
george_argyros,2017,939
george_argyros,2018,1020
george_argyros,2019,916
george_argyros,2020,1135
george_argyros,2021,1580
george_argyros,2022,1292
george_argyros,2023,1368
george_argyros,2024,1062
george_argyros,2025,1108
george_bishop,2014,446
george_bishop,2015,690
george_bishop,2016,722
george_bishop,2017,814
george_bishop,2018,965
george_bishop,2019,1008
george_bishop,2020,875
george_bishop,2021,1517
george_bishop,2022,1163
george_bishop,2023,982
george_bishop,2024,1033
george_bishop,2025,717
george_christ,2025,2019
george_hearst,2004,472
george_hearst,2005,366
george_hearst,2006,410
george_hearst,2007,488
george_hearst,2008,573
george_hearst,2009,522
george_hearst,2010,655
george_hearst,2011,692
george_hearst,2012,683
george_joseph,2005,584
george_joseph,2006,698
george_joseph,2007,840
george_joseph,2008,962
george_joseph,2010,937
george_joseph,2011,1140
george_joseph,2012,1015
george_joseph,2013,1250
george_joseph,2014,1284
george_joseph,2015,1250
george_joseph,2016,1198
george_joseph,2017,1290
george_joseph,2018,1650
george_joseph,2019,1425
george_joseph,2020,1513
george_joseph,2021,1580
george_joseph,2022,1645
george_joseph,2023,2133
george_joseph,2024,1851
george_joseph,2025,1850
george_kaiser,2001,198
george_kaiser,2002,180
george_kaiser,2003,137
george_kaiser,2004,159
george_kaiser,2005,132
george_kaiser,2006,140
george_kaiser,2007,80
george_kaiser,2008,68
george_kaiser,2009,43
george_kaiser,2010,64
george_kaiser,2011,89
george_kaiser,2012,88
george_kaiser,2013,109
george_kaiser,2014,122
george_kaiser,2015,142
george_kaiser,2016,167
george_kaiser,2017,170
george_kaiser,2018,198
george_kaiser,2019,191
george_kaiser,2020,286
george_kaiser,2021,476
george_kaiser,2022,201
george_kaiser,2023,133
george_kaiser,2024,130
george_kaiser,2025,138
george_kurtz,2021,1008
george_kurtz,2022,1096
george_kurtz,2023,1647
george_kurtz,2024,1033
george_kurtz,2025,551
george_lindemann,2001,363
george_lindemann,2002,378
george_lindemann,2003,348
george_lindemann,2004,472
george_lindemann,2005,488
george_lindemann,2006,512
george_lindemann,2007,618
george_lindemann,2008,677
george_lindemann,2009,522
george_lindemann,2010,655
george_lindemann,2011,736
george_lindemann,2012,578
george_lindemann,2013,613
george_lindemann,2014,506
george_lindemann,2015,435
george_lindemann,2016,722
george_lindemann,2017,564
george_lindemann,2018,703
george_lucas,2001,151
george_lucas,2002,127
george_lucas,2003,113
george_lucas,2004,159
george_lucas,2005,194
george_lucas,2006,194
george_lucas,2007,243
george_lucas,2008,277
george_lucas,2009,205
george_lucas,2010,316
george_lucas,2011,347
george_lucas,2012,358
george_lucas,2013,346
george_lucas,2014,295
george_lucas,2015,309
george_lucas,2016,324
george_lucas,2017,294
george_lucas,2018,372
george_lucas,2019,325
george_lucas,2020,375
george_lucas,2021,339
george_lucas,2022,418
george_lucas,2023,534
george_lucas,2024,548
george_lucas,2025,700
george_marcus,2016,1694
george_marcus,2017,1940
george_marcus,2018,2124
george_marcus,2019,1605
george_marcus,2020,1730
george_marcus,2021,2035
george_marcus,2022,1645
george_marcus,2023,2133
george_marcus,2024,2046
george_marcus,2025,2019
george_mitchell,2001,312
george_mitchell,2002,293
george_mitchell,2003,303
george_mitchell,2004,356
george_mitchell,2005,437
george_mitchell,2006,317
george_mitchell,2007,349
george_mitchell,2008,349
george_mitchell,2009,376
george_mitchell,2010,437
george_mitchell,2011,420
george_mitchell,2012,578
george_mitchell,2013,736
george_pedersen,2021,2674
george_pedersen,2022,2324
george_pedersen,2023,2133
george_roberts,2001,336
george_roberts,2002,351
george_roberts,2003,329
george_roberts,2004,437
george_roberts,2005,437
george_roberts,2006,292
george_roberts,2007,349
george_roberts,2008,178
george_roberts,2009,246
george_roberts,2010,237
george_roberts,2011,297
george_roberts,2012,304
george_roberts,2013,316
george_roberts,2014,281
george_roberts,2015,291
george_roberts,2016,369
george_roberts,2017,324
george_roberts,2018,351
george_roberts,2019,317
george_roberts,2020,308
george_roberts,2021,327
george_roberts,2022,284
george_roberts,2023,249
george_roberts,2024,154
george_roberts,2025,151
george_sakellaris,2022,1818
george_sakellaris,2023,2540
george_soros,1998,222
george_soros,2001,50
george_soros,2002,37
george_soros,2003,38
george_soros,2004,54
george_soros,2005,55
george_soros,2006,71
george_soros,2007,80
george_soros,2008,97
george_soros,2009,29
george_soros,2010,35
george_soros,2011,46
george_soros,2012,22
george_soros,2013,30
george_soros,2014,26
george_soros,2015,29
george_soros,2016,23
george_soros,2017,29
george_soros,2018,190
george_soros,2019,178
george_soros,2020,162
george_soros,2021,288
george_soros,2022,246
george_soros,2023,365
george_soros,2024,409
george_soros,2025,453
george_steinbrenner,2010,880
george_yancopoulos,2019,1818
george_yancopoulos,2020,1851
george_yancopoulos,2021,2524
george_yancopoulos,2022,2076
george_yancopoulos,2023,1804
george_yancopoulos,2024,1545
george_yancopoulos,2025,2110
gerald_ford,2004,377
gerald_ford,2005,437
gerald_ford,2006,512
gerald_ford,2007,583
gerald_ford,2009,559
gerald_ford,2010,773
gerald_ford,2011,879
gerald_ford,2012,764
gerald_ford,2013,831
gerald_ford,2014,828
gerald_ford,2015,894
gerald_ford,2016,906
gerald_ford,2017,896
gerald_ford,2018,822
gerald_ford,2019,838
gerald_ford,2020,1001
gerald_ford,2021,1249
gerald_ford,2022,1238
gerald_ford,2023,1272
gerald_ford,2024,1238
gerald_ford,2025,1362
glen_taylor,2001,251
glen_taylor,2002,225
glen_taylor,2003,209
glen_taylor,2004,293
glen_taylor,2005,355
glen_taylor,2006,365
glen_taylor,2007,407
glen_taylor,2008,428
glen_taylor,2009,285
glen_taylor,2010,437
glen_taylor,2011,540
glen_taylor,2012,719
glen_taylor,2013,882
glen_taylor,2014,988
glen_taylor,2015,782
glen_taylor,2016,1011
glen_taylor,2017,1098
glen_taylor,2018,924
glen_taylor,2019,804
glen_taylor,2020,712
glen_taylor,2021,1064
glen_taylor,2022,1238
glen_taylor,2023,1104
glen_taylor,2024,1143
glen_taylor,2025,1172
glenn_dubin,1998,1463
glenn_dubin,2008,897
glenn_dubin,2009,701
glenn_dubin,2010,773
glenn_dubin,2011,736
glenn_dubin,2012,764
glenn_dubin,2013,882
glenn_dubin,2014,988
glenn_dubin,2015,949
glenn_dubin,2016,906
glenn_dubin,2017,1030
glenn_dubin,2018,1215
glenn_dubin,2019,1168
glenn_dubin,2020,1063
glenn_dubin,2021,1580
glenn_dubin,2022,1513
glenn_dubin,2023,1104
glenn_dubin,2024,1143
glenn_dubin,2025,1265
glenn_sanford,2021,1750
glenn_sanford,2022,2578
gordon_getty,2001,198
gordon_getty,2002,200
gordon_getty,2003,192
gordon_getty,2004,262
gordon_getty,2005,306
gordon_getty,2006,350
gordon_getty,2007,407
gordon_getty,2008,503
gordon_getty,2009,334
gordon_getty,2010,488
gordon_getty,2011,595
gordon_getty,2012,634
gordon_getty,2013,736
gordon_getty,2014,869
gordon_getty,2015,894
gordon_getty,2016,854
gordon_getty,2017,973
gordon_getty,2018,1157
gordon_getty,2019,1116
gordon_getty,2020,1001
gordon_getty,2021,1517
gordon_getty,2022,1445
gordon_getty,2023,1434
gordon_getty,2024,1545
gordon_getty,2025,717
gordon_moore,2001,60
gordon_moore,2002,43
gordon_moore,2003,137
gordon_moore,2004,75
gordon_moore,2005,122
gordon_moore,2006,181
gordon_moore,2007,243
gordon_moore,2008,288
gordon_moore,2009,246
gordon_moore,2010,237
gordon_moore,2011,268
gordon_moore,2012,216
gordon_moore,2013,316
gordon_moore,2014,281
gordon_moore,2015,195
gordon_moore,2016,201
gordon_moore,2017,190
gordon_moore,2018,181
gordon_moore,2019,140
gordon_moore,2020,138
gordon_moore,2021,182
gordon_moore,2022,214
gordon_moore,2023,352
graham_weston,2013,1161
greg_mondre,1998,1874
greg_mondre,2020,1730
greg_mondre,2021,2263
greg_mondre,2022,1929
greg_mondre,2023,1905
greg_mondre,2024,1438
greg_mondre,2025,1573
gregg_hymowitz,2023,2133
gregg_hymowitz,2024,1851
gregg_hymowitz,2025,1763
gt_dave,2020,1990
gt_dave,2021,2674
gwendolyn_sontheim_meyer,2012,344
gwendolyn_sontheim_meyer,2013,395
gwendolyn_sontheim_meyer,2014,305
gwendolyn_sontheim_meyer,2015,462
gwendolyn_sontheim_meyer,2016,435
gwendolyn_sontheim_meyer,2017,402
gwendolyn_sontheim_meyer,2018,441
gwendolyn_sontheim_meyer,2019,452
gwendolyn_sontheim_meyer,2020,680
gwendolyn_sontheim_meyer,2021,727
gwendolyn_sontheim_meyer,2022,480
gwendolyn_sontheim_meyer,2023,636
gwendolyn_sontheim_meyer,2024,686
gwendolyn_sontheim_meyer,2025,789
gwynne_shotwell,2025,2623
h_ross_perot_sr,2001,104
h_ross_perot_sr,2002,96
h_ross_perot_sr,2003,88
h_ross_perot_sr,2004,124
h_ross_perot_sr,2005,122
h_ross_perot_sr,2006,147
h_ross_perot_sr,2007,188
h_ross_perot_sr,2008,247
h_ross_perot_sr,2009,110
h_ross_perot_sr,2010,287
h_ross_perot_sr,2011,323
h_ross_perot_sr,2012,314
h_ross_perot_sr,2013,384
h_ross_perot_sr,2014,446
h_ross_perot_sr,2015,462
h_ross_perot_sr,2016,403
h_ross_perot_sr,2017,441
h_ross_perot_sr,2018,527
h_ross_perot_sr,2019,478
h_wayne_huizenga,2001,209
h_wayne_huizenga,2002,234
h_wayne_huizenga,2003,236
h_wayne_huizenga,2004,310
h_wayne_huizenga,2005,355
h_wayne_huizenga,2006,365
h_wayne_huizenga,2007,458
h_wayne_huizenga,2008,503
h_wayne_huizenga,2009,334
h_wayne_huizenga,2010,463
h_wayne_huizenga,2011,540
h_wayne_huizenga,2012,546
h_wayne_huizenga,2013,612
h_wayne_huizenga,2014,687
h_wayne_huizenga,2015,714
h_wayne_huizenga,2016,666
h_wayne_huizenga,2017,745
h_wayne_huizenga,2018,859
haim_saban,2001,387
haim_saban,2002,258
haim_saban,2003,236
haim_saban,2004,342
haim_saban,2005,272
haim_saban,2006,245
haim_saban,2007,323
haim_saban,2008,327
haim_saban,2009,261
haim_saban,2010,287
haim_saban,2011,323
haim_saban,2012,401
haim_saban,2013,437
haim_saban,2014,466
haim_saban,2015,497
haim_saban,2016,453
haim_saban,2017,660
haim_saban,2018,729
haim_saban,2019,804
haim_saban,2020,764
haim_saban,2021,1008
haim_saban,2022,984
haim_saban,2023,1027
haim_saban,2024,1104
haim_saban,2025,1172
hal_steinbrenner,2023,2133
hal_steinbrenner,2024,2046
hal_steinbrenner,2025,2110
hamilton_e_james,2010,880
hamilton_e_james,2014,1092
hamilton_e_james,2015,1006
hamilton_e_james,2016,1275
hamilton_e_james,2017,1290
hamilton_e_james,2018,1339
hamilton_e_james,2019,1511
hamilton_e_james,2020,1513
hamilton_e_james,2021,1664
hamilton_e_james,2022,1053
hamilton_e_james,2023,905
hamilton_e_james,2024,775
hamilton_e_james,2025,789
hank_doug_meijer,2012,216
hank_doug_meijer,2013,248
hank_doug_meijer,2014,153
hank_doug_meijer,2015,118
hank_doug_meijer,2016,139
hank_doug_meijer,2017,194
hank_doug_meijer,2018,242
hank_doug_meijer,2019,224
hank_doug_meijer,2020,133
hank_doug_meijer,2021,171
hank_doug_meijer,2022,106
hank_meijer,2023,591
hank_meijer,2024,548
hank_meijer,2025,512
harold_hamm,2008,236
harold_hamm,2009,164
harold_hamm,2010,136
harold_hamm,2011,105
harold_hamm,2012,78
harold_hamm,2013,90
harold_hamm,2014,68
harold_hamm,2015,96
harold_hamm,2016,262
harold_hamm,2017,87
harold_hamm,2018,100
harold_hamm,2019,105
harold_hamm,2020,875
harold_hamm,2021,247
harold_hamm,2022,98
harold_hamm,2023,89
harold_hamm,2024,102
harold_hamm,2025,109
harold_simmons,2001,336
harold_simmons,2002,293
harold_simmons,2003,427
harold_simmons,2004,377
harold_simmons,2005,306
harold_simmons,2006,278
harold_simmons,2007,214
harold_simmons,2008,136
harold_simmons,2009,146
harold_simmons,2010,176
harold_simmons,2011,179
harold_simmons,2012,100
harold_simmons,2013,136
harry_stine,2014,551
harry_stine,2015,534
harry_stine,2016,435
harry_stine,2017,544
harry_stine,2018,572
harry_stine,2019,529
harry_stine,2020,484
harry_stine,2021,520
harry_stine,2022,350
harry_stine,2023,305
harry_stine,2024,237
harry_stine,2025,264
hartley_rogers,2021,2674
hartley_rogers,2024,2410
hartley_rogers,2025,2233
harvey_jones,2024,2692
harvey_jones,2025,2623
hayes_barnard,2023,766
hayes_barnard,2024,871
hayes_barnard,2025,1108
helen_johnson_leipold,2005,437
